Company_Name,Founded,HeadQuarter,Sector,What_it_does,Investor,Amount($),Stage,Funding_Year
Blue Tokai Coffee Roasters,2012.0,New Delhi,Food & Beverages,"Source, roast, and brew India's best single-origin Arabica coffee.",Anicut Angel Fund,2000000.0,Pre-series B,2021
Neeman,2017.0,Hyderabad,Consumer Goods,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Sixth Sense Ventures,2000000.0,Series A,2021
BharatPe,2018.0,New Delhi,FinTech,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",Tiger Global,370000000.0,Series E,2021
GoSats,2020.0,Bangalore,FinTech,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0,Seed,2021
StockGro,2020.0,Bangalore,FinTech,Making Investment Social- India's First Social Trading Platform,"Roots Ventures, Velo Partners",5000000.0,Pre-series A,2021
Onsurity,2020.0,Bangalore,HealthCare,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",Nexus Venture Partners,16000000.0,Series A,2021
Khabri,2017.0,Gurugram,Media,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,unidisclosed,2000000.0,Pre-series A,2021
Celcius,2020.0,Mumbai,Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0,Undisclosed,2021
Rocket Skills,2020.0,Gurugram,EdTech,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021
RenewBuy,2015.0,Gurugram,FinTech,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Evolvence Capital,10000000.0,Series C,2021
Faarms,2020.0,Bangalore,AgriTech,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,unidisclosed,2000000.0,Seed,2021
UrbanMatrix Technologies,2019.0,Chennai,Drone,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,SARA ELGI,100000.0,Undisclosed,2021
Jupiter,2019.0,Mumbai,Banking,"A digital banking experience that keeps pace with you, and helps master money too.","Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,Series B,2021
Pixuate,2012.0,Bangalore,Deeptech,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",SucSEED Indovation Fund,1000000.0,Seed,2021
Playo,2014.0,Bangalore,SportsTech,Playo is a one stop destination app for all things sports,ah! Ventures High Tables,500000.0,Pre-series A,2021
Toothsi,2018.0,Mumbai,Health,India’s first and largest at home smile makeover service using invisible aligners.,"Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000.0,Series B,2021
Soothe Healthcare,2012.0,New Delhi,Consumer Goods,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",A91 Partners,10000000.0,Series C,2021
Goodmeetings,2020.0,Bangalore,Computer software,AI-Based Platform Built Exclusively for Remote Selling,Chiratae Ventures,1700000.0,Series A,2021
Apnaklub,2020.0,Bangalore,Wholesale,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,Sequoia’s Surge,3500000.0,Seed,2021
ChefKart,2020.0,Gurugram,Consumer Goods,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.","Lead Angels, Titan Capital, Pravega Ventures",300000.0,Pre-seed,2021
Fashinza,2020.0,Gurugram,Apparel & Fashion,A new-age supply chain and product development platform for the fashion industry.,"Accel Partners, Elevation Capital",20000000.0,Series A,2021
QuickShift,2016.0,Pune,Logistics & Supply Chain,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support","Anicut Angel Fund, Axilor Ventures",770000.0,Seed,2021
StackBOX,2016.0,Bangalore,Logistics & Supply Chain,DISTRIBUTION SIMPLIFIED,"Ecosystem Ventures, CMM group",1200000.0,Undisclosed,2021
infra.market,2016.0,Thane,Construction,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,Tiger Global,125000000.0,Series D,2021
CollegeDekho,2015.0,Gurgaon,E-learning,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals","Disrupt ADQ, QIC",35000000.0,Series B,2021
BOX8,2012.0,Mumbai,Food & Beverages,India's Largest Desi Meals Brand,Tiger Global,40000000.0,Undisclosed,2021
Simpl,2015.0,Bangalore,Consumer Services,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards","Valar Ventures, IA Ventures",40000000.0,Series B,2021
8i Ventures,2018.0,Mumbai,Venture Capital & Private Equity,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,unidisclosed,50000000.0,Undisclosed,2021
PayGlocal,2021.0,Bangalore,Financial Services,PayGlocal is a FinTech solving for global payments acceptance,Sequoia Capital India,4900000.0,Series A,2021
Curefit,2016.0,Bangalore,Health,Tata Digital-backed Curefit,Zomato,145000000.0,Undisclosed,2021
Pocket FM,2018.0,Bangalore,OTT,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.","Lightspeed, Times Group, Tanglin Venture Partners",22000000.0,Series B,2021
CHARGE+ZONE,2018.0,Vadodara,Automotive,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,Venture Catalysts,10000000.0,Undisclosed,2021
PlanetSpark,2017.0,Gurugram,Education Management,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",13000000.0,Series B,2021
LenDenClub,2015.0,Mumbai,Financial Services,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000.0,Series A,2021
CometChat,2009.0,Mumbai,Computer software,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",Signal Peak Ventures,10000000.0,Series A,2021
AgroStar,2013.0,Pune,AgriTech,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.","Evolvence, Hero Enterprise",70000000.0,Series D,2021
Bizongo,2015.0,Mumbai,Information Technology & Services,Bizongo is India’s largest B2B platform for made-to-order products.,Tiger Global,100000000.0,Series D,2021
Probus Insurance,2002.0,Mumbai,Insurance,Probus Insurance is a leading InsurTech platform in India.,BlueOrchard Impact Investment Managers,6700000.0,Undisclosed,2021
MoEngage,2014.0,Bangalore,Software Startup,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,Steadview Capital,30000000.0,Series D,2021
CloudSEK,2015.0,Bangalore,Computer & Network Security,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,MassMutual Ventures,7000000.0,Series A,2021
Exponent Energy,2020.0,Bangalore,Automotive,Simplifying energy for EVs by building a Flexible Energy Stack.,YourNest VC,5000000.0,Pre-series A,2021
Trinkerr,2021.0,Bangalore,Capital Markets,Trinkerr is India's first social trading platform.,Accel India,6600000.0,Series A,2021
Zorro,2021.0,Gurugram,Social network,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000.0,Seed,2021
Ultraviolette,2021.0,Bangalore,Automotive,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho",150000000.0,Series C,2021
NephroPlus,2009.0,Hyderabad,Hospital & Health Care,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management,24000000.0,Series E,2021
Unremot,2020.0,Bangalore,Information Technology & Services,Unremot is a personal office for consultants!,Inflection Point Ventures,700000.0,Seed,2021
PingoLearn,2021.0,Pune,E-learning,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate",200000.0,Undisclosed,2021
Spry,2021.0,Mumbai,Music,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover",1500000.0,Seed,2021
Enmovil,2015.0,Hyderabad,Information Technology & Services,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund,1300000.0,Pre-series A,2021
ASQI Advisors,2019.0,Mumbai,Financial Services,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital,1000000.0,Pre-series A,2021
Insurance Samadhan,2018.0,New Delhi,Insurance,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL",725000.0,Pre-series A,2021
Evenflow Brands,2020.0,Mumbai,Consumer Goods,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,unidisclosed,500000.0,Undisclosed,2021
MasterChow,2020.0,Food & Beverages,Hauz Khas,A ready-to-cook Asian cuisine brand,WEH Ventures,461000.0,Seed,2021
Pristyn Care,2018.0,Gurugram,Hospital & Health Care,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0,Series E,2021
Plix,2018.0,Mumbai,Health,Plant-based nutraceutical firm,"Guild Capital, RPSG Capital Ventures",5000000.0,Series A,2021
Uni Cards,2020.0,Bangalore,Financial Services,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0,Series A,2021
Practically,2018.0,Hyderabad,E-learning,An experiential learning app for grades 6th to 12th.,"NB Ventures, Earlsfield Capital",5000000.0,Undisclosed,2021
Nestasia,2018.0,Kolkata,Retail,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Varun Alagh, Sahil Barua",4000000.0,Series A,2021
Vedic Cosmeceuticals,2002.0,Noida,Cosmetics,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Sixth Sense Ventures,32000000.0,Series A,2021
Juspay,2012.0,Bangalore,FinTech,Enable frictionless payments for the billion Indians.,SoftBank Vision Fund 2,60000000.0,Series C,2021
TranZact,2017.0,Mumbai,Information Technology & Services,A mission to digitize millions of Indian SMEs so they can grow better.,"Tribe Capital, Prime Venture Partners",7000000.0,Series A,2021
Atomberg,2012.0,Mumbai,Consumer Electronics,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,Jungle Ventures,20000000.0,Undisclosed,2021
Ola,2010.0,Bangalore,Mobility,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Marquee international institutional investors,500000000.0,Undisclosed,2021
Mohalla Tech,2015.0,Bangalore,Social Media,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",Alkeon Capital,266000000.0,Series G,2021
Stack,2020.0,Bangalore,Financial Services,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Y Combinator, Harvard Management",4500000.0,Seed,2021
PropReturns,2020.0,Mumbai,Real Estate,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Y Combinator﻿, ﻿Goodwater Capital",1200000.0,Undisclosed,2021
WeSkill,2020.0,Gurugram,E-learning,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shrishti Sahu, Umang Vohra",4000000.0,Pre-seed,2021
Fitpage,2020.0,Mumbai,Health,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.","Astra Ventures, Gaurav Jaitly",300000.0,Undisclosed,2021
ShopMyLooks,2021.0,Noida,Digital platform,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,"Capital A, Collective Artists Network",200000.0,Undisclosed,2021
ByteLearn,2021.0,Noida,E-learning,AI powered teaching assistant for 100 Mn teachers across the world,"Aditya Singhal, Nishant Sinha",9500000.0,Seed,2021
Dista,2017.0,Pune,Computer software,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,Pentathlon Ventures,1200000.0,Seed,2021
OfBusiness,2015.0,Gurugram,Financial Services,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000.0,Undisclosed,2021
Bizongo,2015.0,Mumbai,B2B Ecommerce,izongo is India’s largest B2B platform for made-to-order products.,Tiger Global,100000000.0,Series D,2021
